ETelFax  (FAXSTD.H);KFaxErrWrongModemType;-137;Could not connect to the fax machine
ETelFax  (FAXSTD.H);KFaxErrTrainFail;-138;Could not connect to the fax machine
ETelFax  (FAXSTD.H);KFaxTransmitterStalled;-139;Could not connect to the fax machine
ETelFax  (FAXSTD.H);KFaxReceiverOverflow;-140;Could not connect to the fax machine
ETelFax  (FAXSTD.H);KFaxCannotOpenPort;-141;Could not connect to the fax machine
ETelFax  (FAXSTD.H);KFaxCannotCloseStore;-142;Could not connect to the fax machine
ETelFax  (FAXSTD.H);KFaxCannotOpenStore;-143;Could not connect to the fax machine
ETelFax  (FAXSTD.H);KFaxThreadError;-144;Could not connect to the fax machine
ETelFax  (FAXSTD.H);KFaxFileSessionError;-145;Could not connect to the fax machine
ETelFax  (FAXSTD.H);KFaxLogCreateError;-146;Could not connect to the fax machine
ETelFax  (FAXSTD.H);KFaxFileSeeKError;-147;Could not connect to the fax machine
ETelFax  (FAXSTD.H);KFaxPDDError;-148;Could not connect to the fax machine
ETelFax  (FAXSTD.H);KFaxLDDError;-149;Could not connect to the fax machine
ETelFax  (FAXSTD.H);KFaxC32Error;-150;Could not connect to the fax machine
ETelFax  (FAXSTD.H);KFaxCommsServerError;-151;Could not connect to the fax machine
ETelFax  (FAXSTD.H);KFaxCommsPortError;-152;Could not connect to the fax machine
ETelFax  (FAXSTD.H);KFaxCancelRequested;-153;Could not connect to the fax machine
ETelFax  (FAXSTD.H);KFaxNoClass2Xon;-154;Could not connect to the fax machine
ETelFax  (FAXSTD.H);KFaxConfigError;-155;Could not connect to the fax machine
ETelFax  (FAXSTD.H);KFaxCannotAutodetect;-156;Could not connect to the fax machine
ETelFax  (FAXSTD.H);KCannotFindFirstPage;-157;Could not connect to the fax machine
ETelFax  (FAXSTD.H);KFaxBadInitialization;-158;Could not connect to the fax machine
ETelFax  (FAXSTD.H);KFaxOnlyJustAutoDetected;-159;Could not connect to the fax machine
ETelFax  (FAXSTD.H);KFaxBelowMinSpeed;-160;Could not connect to the fax machine
ETelFax  (FAXSTD.H);KFaxPollingUnsupported;-161;Could not connect to the fax machine
ETelFax  (FAXSTD.H);KFaxNothingToPoll;-162;Could not connect to the fax machine
ETelFax  (FAXSTD.H);KfaxEtelServerError;-163;Could not connect to the fax machine

EmailPop  (MIUT_ERR.H);KPop3CannotConnect;-170;The POP3 server refused to allow a connection
EmailPop  (MIUT_ERR.H);KPop3InvalidUser;-171;The POP3 server refused to allow a connection. Check your mailbox username
EmailPop  (MIUT_ERR.H);KPop3InvalidLogin;-172;The POP3 server refused to allow a connection. Check your mailbox username and password
EmailPop  (MIUT_ERR.H);KPop3CannotCreateApopLogonString;-173;Could not create secure logon string. Mailbox server may not support secure logon
EmailPop  (MIUT_ERR.H);KPop3ProblemWithRemotePopServer;-174;Problem communicating with POP3 server
EmailPop  (MIUT_ERR.H);KPop3CannotOpenServiceEntry;-175;Panic
EmailPop  (MIUT_ERR.H);KPop3CannotSetRequiredFolderContext;-176;Panic
EmailPop  (MIUT_ERR.H);KPop3InvalidApopLogin;-177;Panic

Email Sockets  (MIUT_ERR.H);KImsKErrorDNSNotFound;-180;Could not find a DNS server. Please check the DNS address in the internet control panel
Email Sockets  (MIUT_ERR.H);KImsKErrorControlPanelLocked;-181;Could not connect to internet. Please ensure the internet control panel Or equivalent description to internet control panel is closed

Sockets  (INSOCK.H);KErrNetUnreach;-190;Could not connect to the network. Currently unreachable
Sockets  (INSOCK.H);KErrHostUnreach;-191;Could not connect to the specified server
Sockets  (INSOCK.H);KErrNoProtocolOpt;-192;The specified server refuses the selected protocol
Sockets  (INSOCK.H);KErrUrgentData;-193;Panic

Email IMAP4   (MIUT_ERR.H);KErrImapConnectFail;-200;Could not connect to IMAP4 server
Email IMAP4   (MIUT_ERR.H);KErrImapServerFail;-201;The connection to the IMAP4 server has been broken
Email IMAP4   (MIUT_ERR.H);KErrImapServerParse;-202;Panic
Email IMAP4   (MIUT_ERR.H);KErrImapServerBusy;-203;The IMAP4 server refused to allow connection. The server is currently busy
Email IMAP4   (MIUT_ERR.H);KErrImapServerVersion;-204;Could not connect to the IMAP server. The IMAP server is of the wrong version
Email IMAP4   (MIUT_ERR.H);KErrImapSendFail;-205;Could not transmit to the IMAP4 server
Email IMAP4   (MIUT_ERR.H);KErrImapBadLogon;-206;The IMAP4 server refused to allow a connection. Check your mailbox username and password
Email IMAP4   (MIUT_ERR.H);KErrImapSelectFail;-207;Panic
Email IMAP4   (MIUT_ERR.H);KErrImapWrongFolder;-208;Could not select an IMAP4 folder

Email SMTP  (MIUT_ERR.H);KSmtpNoMailFromErr;-240;Could not send email due to an invalid return email address. Check your email address in your account settings
Email SMTP  (MIUT_ERR.H);KSmtpUnknownErr;-241;Problem while sending email
Email SMTP  (MIUT_ERR.H);KSmtpBadMailFromAddress;-242;"Email message has an invalid ""From"" address"
Email SMTP  (MIUT_ERR.H);KSmtpBadRcptToAddress;-243;"Email message has an invalid ""To"", ""Cc"" or ""Bcc"" address"
Email SMTP  (MIUT_ERR.H);KSmtpLoginRefused;-244;SMTP server refused to allow connection


;//BaseScript Parser;;
Bio Messaging  (BSP.H);KBspInvalidMessage;-500;Corrupt message cannot be read.
Bio Messaging  (BSP.H);KBspSmartMessageInvalidToken;-501;Corrupt message cannot be read.
Bio Messaging  (BSP.H);KBspSmartMessageNoParserDefined;-502;Unknown message type cannot be read.

;//Access Point Parser;;
Bio Messaging   (IACPERR.H) ;KIacpUnknownSmsType;-510;Unknown message type cannot be read.
Bio Messaging   (IACPERR.H) ;KIacpBIOMsgTypeNotSupported;-511;Unknown message type cannot be read.
Bio Messaging   (IACPERR.H) ;KiacpMandatoryDataNotSet;-512;Corrupt message cannot be read.
Bio Messaging   (IACPERR.H) ;KIacpUnknownMailProtocol;-513;Mailbox configuration message refers to an unknown protocol.
Bio Messaging   (IACPERR.H) ;KIacpErrRightToken;-514;Corrupt message cannot be read.
Bio Messaging   (IACPERR.H) ;KIacpErrLeftToken;-515;Corrupt message cannot be read.
Bio Messaging   (IACPERR.H) ;KIacpErrSmsDataNotParsed;-516;Corrupt message cannot be read.
Bio Messaging   (IACPERR.H) ;KIacpErrSmsDataNotRestored;-517;Corrupt message cannot be read.
Bio Messaging   (IACPERR.H) ;KIacpScriptErrISPNotFound;-518;Mailbox configuration message specifies an unknown Internet Access Point.
Bio Messaging   (IACPERR.H) ;KIacpErrScriptNotDefined;-519;Message script error.
Bio Messaging   (IACPERR.H) ;KIacpErrScriptNotFoundInDB;-520;Message script error.
Bio Messaging   (IACPERR.H) ;KIacpErrScriptAlreadyAdd;-521;Message script error.


Sockets  (INSOCK.H);KErrWouldBlock;-1000;Panic

;//Basic Application and Framework Library;;
BAFL  (BASCHED.H);KErrExtended;-1000;
BAFL  (BASCHED.H);KErrExtendedWithText;-1001;
BAFL  (BASCHED.H);KLeaveWithoutAlert;-1002;
BAFL  (BASCHED.H);KLeaveExit;-1003;


;//Telephony Error Codes;;
Etel  (ETEL.H);KErrEtelNotCallOwner;-2000;Panic
Etel  (ETEL.H);KErrEtelDuplicatePhoneName;-2001;Panic
Etel  (ETEL.H);KErrEtelAlreadyCallOwner;-2002;Panic
Etel  (ETEL.H);KErrEtelNoCarrier;-2003;Problem communicating receiving device. Call was unexpectedly dropped
Etel  (ETEL.H);KErrEtelBusyDetected;-2004;Phone number is busy. Wait before trying again
Etel  (ETEL.H);KErrEtelNoClientInterestedInThisCall;-2005;Panic
Etel  (ETEL.H);KErrEtelInitialisationFailure;-2006;Panic
Etel  (ETEL.H);KErrEtelCallNotActive;-2007;Panic
Etel  (ETEL.H);KErrEtelNoAnswer;-2008;Call was not answered
Etel  (ETEL.H);KErrEtelNoDialTone;-2009;Panic
Etel  (ETEL.H);KErrEtelConfigPortFailure;-2010;Panic
Etel  (ETEL.H);KErrEtelFaxChunkNotCreated;-2011;Panic
Etel  (ETEL.H);KErrEtelNotFaxOwner;-2012;Panic
Etel  (ETEL.H);KErrEtelPortNotLoanedToClient;-2013;Panic
Etel  (ETEL.H);KErrEtelWrongModemType;-2014;Panic
Etel  (ETEL.H);KErrEtelUnknownModemCapability;-2015;Panic
Etel  (ETEL.H);KErrEtelAnswerAlreadyOutstanding;-2016;Panic
Etel  (ETEL.H);KErrEtelModemNotDetected;-2017;Panic
Etel  (ETEL.H);KErrEtelModemSettingsCorrupt;-2018;Panic


;// netdial script errors;;
Networking  (ND_ERR.H);KErrExitNoModem;-3001;No response from phone. Ensure phone is switched on
Networking  (ND_ERR.H);KErrExitModemError;-3002;Problem communicating with Internet service's modem
Networking  (ND_ERR.H);KErrExitLoginFail;-3003;Internet username or password is incorrect.
Networking  (ND_ERR.H);KErrExitScriptTimeOut;-3004;Internet service login script timed out. Internet service login script may be incorrect.
Networking  (ND_ERR.H);KErrExitScriptError;-3005;Problem with Internet service login script. Internet service login script may be incorrect.
;;;
;// netdial database error;;
Networking  (ND_ERR.H);KErrNetDialDatabaseDefaultUndefined;-3006;
Networking  (ND_ERR.H);KErrNetDialDatabaseTypeUnknown;-3007;
Networking  (ND_ERR.H);KErrNetDialDatabaseNotFound;-3008;
Networking  (ND_ERR.H);KErrNetDialHscsdNotSupported;-3009;


TCP/IP  (IN_IFACE.H);KErrIfAuthenticationFailure;-3050;Internet username or password is incorrect
TCP/IP  (IN_IFACE.H);KErrIfAuthNotSecure;-3051;Internet service server only allows plain text authentication. This is currently disabled.
TCP/IP  (IN_IFACE.H);KErrIfAccountDisabled;-3052;Could not connect to Internet service. Your account has been disabled
TCP/IP  (IN_IFACE.H);KErrIfRestrictedLogonHours;-3053;Could not connect to Internet service. Your account is only active during restricted hours
TCP/IP  (IN_IFACE.H);KErrIfPasswdExpired;-3054;Could not connect to Internet service. Your Internet password has expired
TCP/IP  (IN_IFACE.H);KErrIfNoDialInPermission;-3055;Could not connect to Internet service. Your do not have dial-in permission
TCP/IP  (IN_IFACE.H);KErrIfChangingPassword;-3056;Panic
TCP/IP  (IN_IFACE.H);KErrIfCallbackNotAcceptable;-3057;Could not connect to Internet service. Callback is not supported
TCP/IP  (IN_IFACE.H);KErrIfDNSNotFound;-3058;Could not find specified Internet server
TCP/IP  (IN_IFACE.H);KErrIfLRDBadLine;-3059;Bad line to Internet service dropped
TCP/IP  (IN_IFACE.H);KErrIfNoServerPresent;-3060;Panic
TCP/IP  (IN_IFACE.H);KErrIfRemoteDisconnected;-3061;Panic

;;;
;//Multimode telephony errors that will be generated by TSY;;
Multimode Telephony  (ETELMMERR.H);KErrMMEtelWrongMode;-3201;Client has requested a mode-specific API service and the phone is currently in the wrong mode. 
Multimode Telephony  (ETELMMERR.H);KErrMMEtelFailedDueToModeChange;-3202;Error code to cater for requests that fail because the mode changes mid-way during servicing that request 
Multimode Telephony  (ETELMMERR.H);KErrMMEtelRemoteEndTermination;-3203;Remote user (or network) has terminated an ongoing call. 
Multimode Telephony  (ETELMMERR.H);KErrMMEtelSmsFormatNotSupported;-3204;Client requested a message format that is not supported by TSY anor phone. 
Multimode Telephony  (ETELMMERR.H);KErrMMEtelFeatureCodeNotSet;-3205;Client requests a service whose feature code has not been programmed e.g. Call Forwarding. 
Multimode Telephony  (ETELMMERR.H);KErrMMEtelNetworkNotResponding;-3206;"Network has failed to respond to an MS initiated request e.g. ""flash info"""
Multimode Telephony  (ETELMMERR.H);KErrMMEtelCallForbidden;-3207;Client requests a call to a destination that is forbidden.
Multimode Telephony  (ETELMMERR.H);KErrMMEtelMaxReached;-3208;The maximum number of entries in astore has been reached. 
Multimode Telephony  (ETELMMERR.H);KErrMMEtelCallTerminated;-3209;Remote user (or network) has terminated an ongoing call. 
Multimode Telephony  (ETELMMERR.H);KErrMMEtelFormatNotSupported;-3210;The client requested a message format that is not supported by TSY anor phone. 
Multimode Telephony  (ETELMMERR.H);KErrMMEtelHiddenEntry ;-3211;The phonebook entry is hidden.This is a USIM phonebook specific error. 
Multimode Telephony  (ETELMMERR.H);KErrMMEtelFallbacktoVoice ;-3212;The request to answer a multimedia call has failed because the network can now only support voice. 
Multimode Telephony  (ETELMMERR.H);KErrMMEtelMacVerificationFailed;-3213;Authentication derived MAC does not match locally calculated MAC
Multimode Telephony  (ETELMMERR.H);KErrMMEtelSqnVerificationFailed;-3214;Authentication derived SQN value is not in the expected range
Multimode Telephony  (ETELMMERR.H);KErrMMEtelAuthenticateFailed;-3215;Authenticate command failed
;;;
;//Error codes for use with Smart card application APIs.;;
Multimode Telephony  (ETELMMERR.H);KErrMMEtelScMaxApplicationsActive;-3216;Application cannot be activated as maximum number of applications already active.
Multimode Telephony  (ETELMMERR.H);KErrMMEtelScNoInfoNonVolatileMemoryUnchanged;-3217;No information given, the state of the non-volatile memory is unchanged.
Multimode Telephony  (ETELMMERR.H);KErrMMEtelScNoInfoNonVolatileMemoryChanged;-3218;No information given, the state of the non-volatile memory is changed.
Multimode Telephony  (ETELMMERR.H);KErrMMEtelScReturnedDataCorrupt;-3219;Part of the returned data may be corrupt.
Multimode Telephony  (ETELMMERR.H);KErrMMEtelScEofReached ;-3220;End of file reached before reading requested number of bytes or records have been read. 
Multimode Telephony  (ETELMMERR.H);KErrMMEtelScFileInvalidated;-3221;Selected file is invalidated.
Multimode Telephony  (ETELMMERR.H);KErrMMEtelScNoMemory;-3222;The smart card had a memory problem when executing the command. 
Multimode Telephony  (ETELMMERR.H);KErrMMEtelScWrongLength;-3223;Wrong length 
Multimode Telephony  (ETELMMERR.H);KErrMMEtelScGeneral;-3224;Technical problem, no precise diagnosis 
Multimode Telephony  (ETELMMERR.H);KErrMMEtelScIncompatibleFileStructure ;-3225;Command incompatible with file structure
Multimode Telephony  (ETELMMERR.H);KErrMMEtelScReferencedDataInvalidated ;-3226;Referenced data invalidated 
Multimode Telephony  (ETELMMERR.H);KErrMMEtelScFunctionNotSupported ;-3227;Function not supported 
Multimode Telephony  (ETELMMERR.H);KErrMMEtelScFileNotFound;-3228;File not found 
Multimode Telephony  (ETELMMERR.H);KErrMMEtelScRecordNotFound;-3229;Record not found 
Multimode Telephony  (ETELMMERR.H);KErrMMEtelScReferencedDataNotFound;-3230;Referenced data not found 
Multimode Telephony  (ETELMMERR.H);KErrMMEtelScApplicationNotActive;-3231;Application not activate.
;;;
;//CDMA network errors that will be generated by networks;;
Multimode Telephony  (ETELMMERR.H);KErrCdmaSmsAddressVacant;-3256;SMS destination address is valid but not currently allocated to an SMS terminal. 
Multimode Telephony  (ETELMMERR.H);KErrCdmaSmsAddressTranslationFailure ;-3257;SMS destination address is invalid.
Multimode Telephony  (ETELMMERR.H);KErrCdmaSmsNetworkResourceShortage;-3258;Network transmissionfailed due to lack of network resource or link capacity. 
Multimode Telephony  (ETELMMERR.H);KErrCdmaSmsNetworkFailure ;-3259;A network node failed, a link failed or a required operation failed. 
Multimode Telephony  (ETELMMERR.H);KErrCdmaSmsInvalidTeleserviceId;-3260;SMS Teleservice ID is either not known or not supported. 
Multimode Telephony  (ETELMMERR.H);KErrCdmaSmsOtherNetworkProblem;-3261;A network problem other than identified by above error codes. 
Multimode Telephony  (ETELMMERR.H);KErrCdmaSmsNoPageResponse ;-3262;The addressed MS-based SME is known but it does not respond to a page. 
Multimode Telephony  (ETELMMERR.H);KErrCdmaSmsDestinationBusy;-3263;The addressed MS-based SME is SMS capable but is currently engaged in a call, a service or a call mode that precludes the use of SMS. 
Multimode Telephony  (ETELMMERR.H);KErrCdmaSmsNoAcknowledgement;-3264;The destination SME does not acknowledge receipt of the SMS delivery. 
Multimode Telephony  (ETELMMERR.H);KErrCdmaSmsDestinationResourceShortage;-3265;A required terminal resource (e.g.memory) is not available to process this message.
Multimode Telephony  (ETELMMERR.H);KErrCdmaSmsDeliveryPostponed;-3266;Delivery is not currently possible but SMS notification is pending. 
Multimode Telephony  (ETELMMERR.H);KErrCdmaSmsOtherNetworkProblem;-3267;The addressed destination is out of service for an extended period of time. 
Multimode Telephony  (ETELMMERR.H);KErrCdmaSmsDestinationNoLongerAtAddress;-3268;The MS based SME is no longer at the temporary SMS routing address. 
Multimode Telephony  (ETELMMERR.H);KErrCdmaSmsOtherTerminalProblem;-3269;A terminal problem other than identified by the above error codes. 
Multimode Telephony  (ETELMMERR.H);KErrCdmaSmsRadioInterfaceResourceShortage;-3320;There is no channel available or there is radio congestion at this time. 
Multimode Telephony  (ETELMMERR.H);KErrCdmaSmsRadioInterfaceIncompatibility;-3321;The MS for an MS-based SME is operating in a mode that does not support SMS at this time.
Multimode Telephony  (ETELMMERR.H);KErrCdmaSmsOtherRadioInterfaceProblem ;-3322;A radio interface problem other than identified by the above error codes. 
Multimode Telephony  (ETELMMERR.H);KErrCdmaSmsEncodingProblem;-3352;The size of a parameter or field is not what is expected. 
Multimode Telephony  (ETELMMERR.H);KErrCdmaSmsOriginationDenied;-3353;The originating MIN is not recognized, the originating address is not allowed for the originating MIN, the ESN doesn't match the originating MIN, the origination is not authorized, the originating address is not recognized, etc. 
Multimode Telephony  (ETELMMERR.H);KErrCdmaSmsTerminationDenied;-3354;The destination is not authorized to receive the SMS message, the MC refused the message, the destination SME refused the message, the destination is not authorized for a required supplementary service, etc. 
Multimode Telephony  (ETELMMERR.H);KErrCdmaSmsSupplServiceNotSupported;-3355;The originating supplementary service is not known or supported, the sender is not authorized for an originating supplementary service, etc. 
Multimode Telephony  (ETELMMERR.H);KErrCdmaSmsSmsNotSupported;-3356;SMS is not supported by an addressed functional entity. 
Multimode Telephony  (ETELMMERR.H);KErrCdmaSmsMissingExpectedParameter;-3358;An optional parameter is missing that is required for a particular function. 
Multimode Telephony  (ETELMMERR.H);KErrCdmaSmsMissingMandatoryParameter ;-3359;A parameter is missing that is mandatory for a particular message. 
Multimode Telephony  (ETELMMERR.H);KErrCdmaSmsUnrecognizedParameterValue ;-3360;A known parameter has an unknown or unsupported value. 
Multimode Telephony  (ETELMMERR.H);KErrCdmaSmsUnexpectedParameterValue;-3361;A known parameter has a known, but unexpected value. 
Multimode Telephony  (ETELMMERR.H);KErrCdmaSmsUserDataSizeError;-3362;The User Data size is too large for access technology, transport network, or call mode, etc. The User Data size is not what is expected for the indicated teleservice. 
Multimode Telephony  (ETELMMERR.H);KErrCdmaSmsOtherGeneralProblem;-3363;Other general problems. 
;;;

Generic Connection Agent  (GENCONNERROR.H);KErrGenConnDatabaseDefaultUndefined;-3606;CommDb Error
Generic Connection Agent  (GENCONNERROR.H);KErrGenConnDatabaseTypeUnknown;-3607;CommDb Error
Generic Connection Agent  (GENCONNERROR.H);KErrGenConnDatabaseNotFound;-3608;CommDb Error


TelephonyGSMRadioResourceNetworkErrors  (EXTERROR.H);KErrGsmRRUnspecifedAbnormalRelease;-4001;Temporary network failure. Try again later.
TelephonyGSMRadioResourceNetworkErrors  (EXTERROR.H);KErrGsmRRChannelUnacceptable;-4002;Temporary network failure. Try again later.
TelephonyGSMRadioResourceNetworkErrors  (EXTERROR.H);KErrGsmRRTimerExpired;-4003;Temporary network failure. Try again later.
TelephonyGSMRadioResourceNetworkErrors  (EXTERROR.H);KErrGsmRRNoActivityOnRadioPath;-4004;Temporary network failure. Try again later.
TelephonyGSMRadioResourceNetworkErrors  (EXTERROR.H);KErrGsmRRPreEmptiveRelease;-4005;Temporary network failure. Try again later.
TelephonyGSMRadioResourceNetworkErrors  (EXTERROR.H);KErrGsmRRCallAlreadyCleared;-4065;Temporary network failure. Try again later.
TelephonyGSMRadioResourceNetworkErrors  (EXTERROR.H);KErrGsmRRInvalidMessage;-4095;Temporary network failure. Try again later.
TelephonyGSMRadioResourceNetworkErrors  (EXTERROR.H);KErrGsmRRNonExistentMessage;-4097;No network support for requested operation.
TelephonyGSMRadioResourceNetworkErrors  (EXTERROR.H);KErrGsmRRIncompatibleMessageWithCallState;-4098;Temporary network failure. Try again later.
TelephonyGSMRadioResourceNetworkErrors  (EXTERROR.H);KErrGsmRRInvalidInformationElement;-4100;Temporary network failure. Try again later.
TelephonyGSMRadioResourceNetworkErrors  (EXTERROR.H);KErrGsmRRUnspecifiedProtocolError;-4111;Temporary network failure. Try again later.


TelephonyGSMMobilityManagementNetworkErrors  (EXTERROR.H);KErrGsmMMUnallocatedTmsi;-4129;Temporary network failure. Try again later.
TelephonyGSMMobilityManagementNetworkErrors  (EXTERROR.H);KErrGsmMMImsiUnknownInHlr;-4130;Operation is not allowed. Contact cellular network operator.
TelephonyGSMMobilityManagementNetworkErrors  (EXTERROR.H);KErrGsmMMIllegalMs;-4131;Phone is blacklisted. Contact cellular network operator.
TelephonyGSMMobilityManagementNetworkErrors  (EXTERROR.H);KErrGsmMMImsiUnknownInVlr;-4132;Temporary network failure. Try again later.
TelephonyGSMMobilityManagementNetworkErrors  (EXTERROR.H);KErrGsmMMImeiNotAccepted;-4133;Phone failure.
TelephonyGSMMobilityManagementNetworkErrors  (EXTERROR.H);KErrGsmMMIllegalMe;-4134;Phone is blacklisted. Contact cellular network operator.


GPRS  (ETELPCKT.H);KErrGprsServiceNotAllowed;-4135;Failed to connect to the GPRS network
GPRS  (ETELPCKT.H);KErrGprsAndNonGprsServicesNotAllowed;-4136;Failed to connect to the mobile network
GPRS  (ETELPCKT.H);KErrGprsMSIdentityCannotBeDerivedByTheNetwork;-4137;Identity could not be derived by the network
GPRS  (ETELPCKT.H);KErrGprsMSImplicitlyDetached;-4138;Your device was disconnected from the GPRS network.


TelephonyGSMMobilityManagementNetworkErrors  (EXTERROR.H);KErrGsmMMPlmnNotAllowed;-4139;Roaming is not allowed in this area.
TelephonyGSMMobilityManagementNetworkErrors  (EXTERROR.H);KErrGsmMMLocationAreaNotAllowed;-4140;Roaming is not allowed in this area.
